血清肌酸激酶测定,血清肌酸激酶测定
血清肌酸激酶－MB同工酶活性测定,血清肌酸激酶－MB同工酶活性测定
血清肌酸激酶－MB同工酶质量测定(荧光酶免法加收40元),血清肌酸激酶－MB同工酶质量测定
血清肌钙蛋白T测定(化学发光法加收40元),血清肌钙蛋白T测定
血清肌钙蛋白T测定（化学发光法）,血清肌钙蛋白T测定
血清胆碱脂酶测定,血清胆碱脂酶测定
血清胱抑素(Cystatin C)测定,血清胱抑素(Cystatin C)测定
血清脂肪酶测定,血清脂肪酶测定
血清腺苷脱氨酶测定,血清腺苷脱氨酶测定
血清载脂蛋白AⅠ测定,血清载脂蛋白AⅠ测定
血清载脂蛋白B测定,血清载脂蛋白B测定
血清载脂蛋白α测定,血清载脂蛋白α测定
血清酸性磷酸酶测定,血清酸性磷酸酶测定
血清间接胆红素测定,血清间接胆红素测定
血清高密度脂蛋白胆固醇测定,血清高密度脂蛋白胆固醇测定
血温监测,血温监测
血红蛋白测定(Hb),血红蛋白测定(Hb)
血细胞分析(五分类),血细胞分析
血细胞分析（三分类）,血细胞分析
血细胞分析（五分类）,血细胞分析
血路管,-
血透监测,血透监测
褥疮护理,褥疮护理
西咪替丁,西咪替丁
视黄醇结合蛋白测定,视黄醇结合蛋白测定
言语能力评定,言语能力评定
赖氨匹林,赖氨匹林
超声计算机图文报告,超声计算机图文报告
转化糖电解质,转化糖电解质
辅酶A,辅酶A
辛伐他汀,辛伐他汀
还原型谷胱甘肽,还原型谷胱甘肽
通心络胶囊,通心络胶囊
造影剂国产,-
造瘘护理,造瘘护理
遥测心电监护(心律失常捕捉监测),心律失常捕捉监测
酚磺乙胺,酚磺乙胺
酪酸梭菌活菌,酪酸梭菌活菌
醒脑静注射剂,醒脑静注射剂
重症监护,重症监护
重组人红细胞生成素,重组人红细胞生成素
重组人胰岛素,胰岛素
针刺运动疗法,针刺运动疗法
钙测定(选择电极法加收2元),钙测定
钙测定（比色法）,钙测定
钙测定（选择电极法）,钙测定
钠洛酮,纳洛酮
钠测定(干化学法加收5元),钠测定
钠测定(选择电极法加收2元),钠测定
钠测定（干化学法）,钠测定
钠测定（选择电极法）,钠测定
钠测定（酶法）,钠测定
钾测定(干化学法加收5元),钾测定
钾测定(选择电极法加收2元),钾测定
钾测定（干化学法）,钾测定
钾测定（选择电极法）,钾测定
钾测定（酶法）,钾测定
铁蛋白测定（各类标本化学发光法加收45元）,铁蛋白测定
银杏叶注射液,银杏叶
银杏叶片,银杏叶
银杏达莫注射液,银杏达莫注射液
镁测定,镁测定
长春西汀,长春西汀
门冬氨酸钾镁,门冬氨酸钾镁
门冬胰岛素,门冬胰岛素
阿司匹林,阿司匹林
阿奇霉素,阿奇霉素
阿莫西林舒巴坦,阿莫西林舒巴坦
降钙素测定（化学发光法）,降钙素测定
院内会诊,院内会诊
院前急救费,急救
陪床费,-
隐血试验(免疫法粪便加收5元),隐血试验
雾化吸入(氧化雾化),雾化吸入(氧化雾化)
青霉素[钠盐],青霉素
静脉切开置管术,静脉切开置管术
静脉注射,静脉注射
静脉注射(静脉采血),静脉注射
静脉留置导管,-
静脉穿刺置管术,动静脉穿刺置管术
静脉输液,静脉输液
静脉输液(两瓶（含两瓶）以上每瓶加收1元),静脉输液
静脉输液(微量输液泵2元/小时),静脉输液
静脉输液(输血),静脉输液
静脉输液两瓶（含两瓶）以上加收,静脉输液
静脉输液时使用微量输液泵,-
静脉输血,静脉输血
静脉采血,静脉采血
非诺贝特,非诺贝特
非那雄胺,非那雄胺
鞘内注射,鞘内注射
颅内多普勒血流图(TCD),颅内多普勒血流图(TCD)
颅内蛛网膜囊肿分流术,颅内蛛网膜囊肿分流术
颅内血肿清除术,颅内血肿清除术
颈部血管彩色多普勒超声,颈部血管彩色多普勒超声
颈部血管彩色多普勒超声(每增加两根血管按30元收取),颈部血管彩色多普勒超声
颈部血管彩色多普勒超声增加两根血管,颈部血管彩色多普勒超声
骨化三醇,骨化三醇
骨髓巨核细胞计数,骨髓巨核细胞计数
骨髓有核细胞计数,骨髓有核细胞计数
骨髓涂片细胞学检验,骨髓涂片细胞学检验
骨髓穿刺术,骨髓穿刺术
骨髓细胞彩色图象分析,骨髓细胞彩色图象分析
高压注射器管套,-
高压注射器管套进口,-
鼻饲管注药,鼻饲管注药
鼻饲管注食,鼻饲管注食
鼻饲管置管,鼻饲管置管
鼻饲管置管(注食、注药、十二指肠灌注按2元/次收取),鼻饲管置管
鼻饲管置管(置胃管),鼻饲管置管
